111000001011101100110010	111010100100110111111010	
111110110110011010101100	000111111010010100101101	
110111110110001011101110	110011111011110000111000	
001100010010010011110000	001010000010010111011111	
001100100011101111111001	000000111111011011101101	
110010100111110110000101	000010100010110001111111	
001011000000001011110000	000100001001011010100111	
001010110111010000101010	001000100001110011100110	
000100111010111000001110	111100110111010100101111	
110100000000101010101011	110011000011000100111000	
000101111110111101110101	001111010001110111000001	
111001100000000001110110	110111110101100110010101	
110100100001001100111101	110100110101000110101101	
000101100001111100110001	110100001101101001111111	
110011001000010100010110	111111011100110111001001	
111100100000001000001100	111101010100100101111011	
110000000101101110101010	000000001101011011101111	
001110110101110000011001	000011111111010011100000	
001101101111011110101001	001110100111100111110010	
001011001010000001010101	111011100011100000011101	
110101010111011011110011	000000010011111000011111	
000101110111001111001111	111010110101110001111001	
001011010001010111110000	000100000111001101110111	
000000110001100011101101	000011000001100011101100	
001110010000111100001000	111000101100010101010011	
001100011111100011111111	001000011010111100010000	
000110001111101101100010	111101111101010111011101	
110100010110110101111011	000000000110100111001000	
001111001011110100010000	110101111010010101100100	
110001010111111110011000	000110010101100011110000	
110000010011001000101110	000101001001011110110000	
000000011100100110100110	001110011001100100010101	
111001001011010100100100	001110100000011000011001	
111000011011010101010001	110001101000111110110100	
111100110100001010010110	000000110010101011100000	
110000000011000000010100	110110100111111011010010	
001010111101000110000100	001100001100000000110101	
000111110110001000001111	111110010101010111011100	
110011000101011010011001	000000010011011100010000	
001111110010110001100100	001100010011010110000010	
001000010111000011110100	001111001011000001100001	
000111000001011111001011	001101011101001010001001	
111001001010001100100011	111101010000011000011100	
111011011110011111111001	001110001100111001000111	
000110001101001011100100	001000100100001011110010	
111100010001110011000110	111011011001010001010100	
000100100101101110110101	110110110101100100001101	
001001110101100000011110	000010001000100111001010	
001100001001101001010010	000011101011001000001111	
111010011111011010101110	001011111010010000111101	
001101000100000011000110	111001111111000101101000	
110100000111101000111011	111100100001010000000110	
111011101010001101011000	001001101110101100010001	
000011000100010000001110	000010001101110100111010	
110001110011000011011010	000010110000001010101011	
111100000110010001100110	001000001000001111001111	
001101010000000100010110	110000010010010000011101	
110111001011010110000110	001110010100110111111000	
111011100011001111011000	001010010101101001000001	
110111110100111101000100	111100101000011110001111	
001010000101111100000100	110001011110001100111101	
001011000001001100101100	000001011000010101001001	
000101000010100010000001	110010001101010101000001	
000101100111010101011011	001000100001110111001011	
000110101110110000010000	110011110001100001101011	
110001001110000101000000	110011110111001100111001	
111011011110110110100110	111011001101010000010111	
110101001110111111010011	111100001001010001111000	
001010100000010000000110	001010100000111011100100	
110101011101010011111110	000000001111101110110001	
000001010001101000100100	110010110001010101000110	
001100011010010010010011	110011101100110101100100	
110101001111110101100001	000110000000101001010110	
111101011101010011100110	000100111100001010011011	
110000000100001001000010	110101011010011011111100	
111111101100010011101101	000110001010111101000100	
110000010101101111000100	110011110110100100110000	
111111111101001100111000	111100001110000100011110	
001000010101001001011101	110011001011110111111011	
111011011101110000000100	111110111010110101110111	
000100001000100011111000	001000010101101011111100	
110000111100001100110110	111100111101001101011011	
111111010110101101011111	000000000011010000111010	
001001100100001100100011	000100000111001010110000	
001000101010011110111101	111000100101000011000100	
111110111000011010010010	001011001101000111011110	
110111001100110001011111	111111101011001111101011	
111101101010110011000100	110010001000101011001001	
000001001101101101000111	001010001101100001110111	
000101000101010101000100	111111101010000111101110	
001000100010010010010010	110001010011110010111011	
000001010101101001100010	110001000010100011011000	
001100100011010111101100	001010110110011101101101	
110011001100110010000100	001101111000000000010111	
001111010010010110001111	110101010001100101110100	
111010101011101101001010	001100011111101100100010	
110100011000000101000011	111111110100111000010000	
000010011111010001100011	110010100000111000110001	
001110111101011101011110	001011110111110110001100	
000000100110100110100010	001101000010100001110100	
111000101101111101100111	111100100000011110000011	
001011101110101001010000	000110100100110101001101	
000011101111001101010101	001011011011100000010010	
000101010011110111111101	111011001000100001010110	
000010110011011001110000	110111011101111001111010	
111100001010010110010000	110111110011001010000011	
111001001010110101000111	111010000100111010111000	
110111000110100110111010	000101111110001000011101	
001000011000001011001011	000000001010011100101101	
110111011101011010010111	110010101101011110010101	
001111110001010011110001	110011011011111101001000	
000010101111010111110000	111100110101011110001000	
000111110111110100100000	000011110010100111100101	
000111101000111110111010	110000101011011001001111	
000001100101001011011100	111000110101000101011001	
111111110010011101111000	110010110111001111110111	
001111101110101101100001	110111000000011110110010	
001001100100100101000000	000010101010010110001111	
110001101110101101111110	111100101111000110100111	
110011110101011110011000	110010010101100011010110	
001101001100010011001000	001101000100011100011110	
110101110110100010011001	000011001101110010010010	
000111111110000010110111	001000111011010111100100	
001111100000011000111011	001100000010011111001100	
